,alias,categories,coordinates_latitude,coordinates_longitude,display_phone,distance,id,image_url,is_closed,location_address1,location_address2,location_address3,location_city,location_country,location_display_address,location_state,location_zip_code,name,phone,price,rating,review_count,transactions,url
74,12-corners-new-york-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7180405,-73.9972076,(212) 625-8888,1419.7954306996,Rs196agFk9VEW2mHrOwpvw,https://s3-media3.fl.yelpcdn.com/bphoto/yEkNTNvbElGSUKV62a-dlQ/o.jpg,False,121 Mott St,,,New York,US,"['121 Mott St', 'New York, NY 10013']",NY,10013,12 Corners,+12126258888,$,4.5,147,[],https://www.yelp.com/biz/12-corners-new-york-4?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
75,koneko-new-york-3,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",40.72044,-73.98412,(646) 370-5699,1874.6275271483,zi_TJRxi0WzADbbI6Jcz3A,https://s3-media3.fl.yelpcdn.com/bphoto/hvPOjM4UlB64ObY4CsEn9w/o.jpg,False,26 Clinton St,,,New York,US,"['26 Clinton St', 'New York, NY 10002']",NY,10002,Koneko,+16463705699,$$,4.5,238,[],https://www.yelp.com/biz/koneko-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
76,felix-roasting-co-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.74497,-73.98312,,4493.9519130999,m4xMS2SyPJjUJJqPwv2Jig,https://s3-media3.fl.yelpcdn.com/bphoto/gwmY7ETm1nh25wUzvaXrfw/o.jpg,False,450 Park Ave S,,,New York,US,"['450 Park Ave S', 'New York, NY 10016']",NY,10016,Felix Roasting Co,,,4.5,64,[],https://www.yelp.com/biz/felix-roasting-co-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
77,urban-vintage-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.6879410742,-73.9628667683,(718) 783-6045,3287.4793563827,COV3XLEiAiK76Yg2HbFjWA,https://s3-media3.fl.yelpcdn.com/bphoto/2Sh17ddEaPyokvfWCIHBDA/o.jpg,False,294 Grand Ave,,,Brooklyn,US,"['294 Grand Ave', 'Brooklyn, NY 11238']",NY,11238,Urban Vintage,+17187836045,$$,4.5,264,"['delivery', 'pickup']",https://www.yelp.com/biz/urban-vintage-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
78,bkg-coffee-roasters-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.69404,-73.96193,,3009.1887231282,vrcfSmyE8orhd0yHSrqvgQ,https://s3-media3.fl.yelpcdn.com/bphoto/viIc9PJn3Gh89uxZfZUjeg/o.jpg,False,557 Myrtle Ave,,,Brooklyn,US,"['557 Myrtle Ave', 'Brooklyn, NY 11205']",NY,11205,BKG Coffee Roasters,,$$,4.5,67,[],https://www.yelp.com/biz/bkg-coffee-roasters-brooklyn-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
79,yanni-s-coffee-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7397792,-73.9989726,(646) 833-7333,3839.7369459902,J4UF6byGVD4cf5R1hyMIxw,https://s3-media4.fl.yelpcdn.com/bphoto/XUp5IrXBI2DfcLEo5wKiHQ/o.jpg,False,96 7th Ave,,,New York,US,"['96 7th Ave', 'New York, NY 10011']",NY,10011,Yanni’s Coffee,+16468337333,,5.0,24,[],https://www.yelp.com/biz/yanni-s-coffee-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
80,butler-brooklyn,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",40.7117670178,-73.9646924964,,2592.1803299897,SWRz34fmNEDPcrngJMMo7Q,https://s3-media1.fl.yelpcdn.com/bphoto/HY-B75KAjTZdEbH1oshy4Q/o.jpg,False,95 S 5th St,,,Brooklyn,US,"['95 S 5th St', 'Brooklyn, NY 11249']",NY,11249,Butler ,,$$,4.5,85,[],https://www.yelp.com/biz/butler-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
81,third-rail-coffee-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.72994,-73.99959,,2765.2849385347,rd0VGG_d_qNp_aBW_HJM4w,https://s3-media3.fl.yelpcdn.com/bphoto/gqAmnRMyn18zqbEcuTb1PA/o.jpg,False,240 Sullivan St,,,New York,US,"['240 Sullivan St', 'New York, NY 10012']",NY,10012,Third Rail Coffee,,$,4.0,451,[],https://www.yelp.com/biz/third-rail-coffee-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
82,absolute-coffee-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",40.68827,-73.987569,(718) 522-0969,1995.2838490428,Qmv4SPta2zx7MhKit8ywag,https://s3-media2.fl.yelpcdn.com/bphoto/7-FjJHmxoT8JXS5lvyO13w/o.jpg,False,327 Atlantic Ave,,,Brooklyn,US,"['327 Atlantic Ave', 'Brooklyn, NY 11201']",NY,11201,Absolute Coffee,+17185220969,$$,4.5,151,[],https://www.yelp.com/biz/absolute-coffee-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
83,brooklyn-roasting-company-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.704228,-73.986241,(718) 855-1000,700.3281237079,pzqb1u_GeU-vkrk_KdFieQ,https://s3-media1.fl.yelpcdn.com/bphoto/-B_RsB5Vm0T92Ia8SctWxg/o.jpg,False,25 Jay St,,,Brooklyn,US,"['25 Jay St', 'Brooklyn, NY 11201']",NY,11201,Brooklyn Roasting Company,+17188551000,$$,4.0,474,[],https://www.yelp.com/biz/brooklyn-roasting-company-brooklyn-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
84,the-uncommons-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tabletopgames', 'title': 'Tabletop Games'}]",40.72933,-73.99865,(646) 543-9215,2683.8269354371,h6qbszNgXgjj9Lrb62m-9w,https://s3-media3.fl.yelpcdn.com/bphoto/QuWvwhmyv1M12gM1fXDKRw/o.jpg,False,230 Thompson St,,,New York,US,"['230 Thompson St', 'New York, NY 10012']",NY,10012,The Uncommons,+16465439215,$,4.0,325,[],https://www.yelp.com/biz/the-uncommons-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
85,blank-cafe-and-bistro-brooklyn-3,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.7107804265,-73.9678972634,,2302.6664718643,hY5TTqnKJT8w9Dhm6ZYi3A,https://s3-media4.fl.yelpcdn.com/bphoto/UWRWO7-IVKt-j5hh3CQ3AQ/o.jpg,False,25 Broadway,,,Brooklyn,US,"['25 Broadway', 'Brooklyn, NY 11249']",NY,11249,Blank Cafe & Bistro,,$,4.5,97,[],https://www.yelp.com/biz/blank-cafe-and-bistro-brooklyn-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
86,cafe-hanamizuki-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}]",40.7474471,-73.9915989,(212) 695-5533,4675.945620348,S-619sO8qSxQcis0DBHvNw,https://s3-media2.fl.yelpcdn.com/bphoto/LpaAg0q1QA3o-Il6VQAeHQ/o.jpg,False,143 W 29th St,,,New York,US,"['143 W 29th St', 'New York, NY 10001']",NY,10001,Cafe Hanamizuki,+12126955533,$$,4.0,465,[],https://www.yelp.com/biz/cafe-hanamizuki-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
87,northerly-brooklyn-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.71065,-73.95801,(718) 388-1101,3117.364455015,qmug--sWLL23vwMFfuEmqQ,https://s3-media1.fl.yelpcdn.com/bphoto/qXlebqJKV5OjXuNWvxAzkA/o.jpg,False,181 Havemeyer St,,,Brooklyn,US,"['181 Havemeyer St', 'Brooklyn, NY 11211']",NY,11211,Northerly,+17183881101,$,4.5,54,[],https://www.yelp.com/biz/northerly-brooklyn-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
88,two-for-the-pot-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'herbsandspices', 'title': 'Herbs & Spices'}]",40.69067,-73.994461,(718) 855-8173,1660.247085882,lUZbIxWf_eylfXcJcjdCBg,https://s3-media1.fl.yelpcdn.com/bphoto/GWKY0OL2MLexGlNYwCWDlA/o.jpg,False,200 Clinton St,,,Brooklyn,US,"['200 Clinton St', 'Brooklyn, NY 11201']",NY,11201,Two For the Pot,+17188558173,$$,4.5,33,[],https://www.yelp.com/biz/two-for-the-pot-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
89,happy-bones-nyc-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.720726,-73.9970474,(212) 673-3754,1718.7564341156,jDLKMWhHACb5w1DDtnW9ag,https://s3-media1.fl.yelpcdn.com/bphoto/elDezPe_3XLHkJontILRYQ/o.jpg,False,394 Broome St,,,New York,US,"['394 Broome St', 'New York, NY 10013']",NY,10013,Happy Bones NYC,+12126733754,$$,4.0,266,[],https://www.yelp.com/biz/happy-bones-nyc-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
90,grounded-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.73806,-74.0034,(212) 647-0943,3702.2077522411,ZnJZ8F17rLIZ3JbJQ2admw,https://s3-media4.fl.yelpcdn.com/bphoto/de6HOIlSF2E8oda3kHjgIg/o.jpg,False,28 Jane St,,,New York,US,"['28 Jane St', 'New York, NY 10014']",NY,10014,Grounded,+12126470943,$,4.0,698,['delivery'],https://www.yelp.com/biz/grounded-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
91,cafe-madeline-brooklyn,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",40.6419312,-73.9633539,(218) 941-4020,7528.9731458817,bZc7uxqmmYLxLb14gfCOuw,https://s3-media2.fl.yelpcdn.com/bphoto/lVF-hK8V2fIkCcbW1lBjXw/o.jpg,False,1603 Cortelyou Rd,,,Brooklyn,US,"['1603 Cortelyou Rd', 'Brooklyn, NY 11226']",NY,11226,Cafe Madeline,+12189414020,$$,4.0,456,[],https://www.yelp.com/biz/cafe-madeline-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
92,black-cat-les-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.719129,-73.984509,(646) 918-7711,1730.7079021348,prQUP_jDq72ll8jf__TK_w,https://s3-media4.fl.yelpcdn.com/bphoto/Qs8YxUpFUjiOeX5Lvfuf2Q/o.jpg,False,172 Rivington St,,,New York,US,"['172 Rivington St', 'New York, NY 10002']",NY,10002,Black Cat LES,+16469187711,$,4.0,258,"['delivery', 'pickup']",https://www.yelp.com/biz/black-cat-les-new-york-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
93,mud-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",40.72905,-73.98668,(212) 228-9074,2705.4580849244,S-WdvEU1X7J33whXWk1zmw,https://s3-media4.fl.yelpcdn.com/bphoto/Btc3X8a2cR-nfD3HV5JIzA/o.jpg,False,307 E 9th St,,,New York,US,"['307 E 9th St', 'New York, NY 10003']",NY,10003,MUD,+12122289074,$$,4.0,1083,[],https://www.yelp.com/biz/mud-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
94,dot-and-line-brooklyn-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",40.68416,-73.98357,(929) 433-6111,2532.5554081981,5ChP6-1d_LC6-7e6ZQw2Lw,https://s3-media4.fl.yelpcdn.com/bphoto/jzPtSddzzbe74oTWTnZsYA/o.jpg,False,253 Bergen St,,,Brooklyn,US,"['253 Bergen St', 'Brooklyn, NY 11217']",NY,11217,dot & line,+19294336111,$,4.5,43,[],https://www.yelp.com/biz/dot-and-line-brooklyn-4?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
95,lēna-coffee-bar-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.732439,-73.996744,(212) 979-2315,3008.7054678136,IJmnnNx5RlvcckyTt3yjLQ,https://s3-media3.fl.yelpcdn.com/bphoto/PmISwEekEXmeY58Ry0_6FQ/o.jpg,False,1 W 8th St,Ste B,,New York,US,"['1 W 8th St', 'Ste B', 'New York, NY 10011']",NY,10011,LĒNA Coffee Bar,+12129792315,$,4.5,95,"['delivery', 'pickup']",https://www.yelp.com/biz/l%C4%93na-coffee-bar-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
96,optimistic-cafe-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7550302987,-73.9906900004,(646) 998-3970,5521.9957406809,S1A-3f6i2Y5R6BBBnKDfwQ,https://s3-media2.fl.yelpcdn.com/bphoto/18RFEu6dwGon8S6zcLreaA/o.jpg,False,260 W 39th St,,,New York,US,"['260 W 39th St', 'New York, NY 10018']",NY,10018,Optimistic Cafe,+16469983970,$,4.5,33,[],https://www.yelp.com/biz/optimistic-cafe-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
97,black-brick-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7142079238,-73.9617848396,(718) 384-0075,2908.1707973177,tq7dDT6edTInhkNdDrYv_w,https://s3-media1.fl.yelpcdn.com/bphoto/KMA7EDvWqQnCa9T6SICejQ/o.jpg,False,300 Bedford Ave,,,Brooklyn,US,"['300 Bedford Ave', 'Brooklyn, NY 11211']",NY,11211,Black Brick,+17183840075,$,4.0,289,[],https://www.yelp.com/biz/black-brick-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
98,usagi-ny-dumbo-7,"[{'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'homedecor', 'title': 'Home Decor'}]",40.70383,-73.98691,(718) 801-8037,635.7818631528,vijwGDNrPBJHEG7_DsjZNw,https://s3-media2.fl.yelpcdn.com/bphoto/5gCxDDgvjSnZOIM6fl6Wqg/o.jpg,False,163 Plymouth St,,,Dumbo,US,"['163 Plymouth St', 'Dumbo, NY 11201']",NY,11201,Usagi NY,+17188018037,$$,4.5,56,[],https://www.yelp.com/biz/usagi-ny-dumbo-7?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
99,spreadhouse-cafe-new-york-3,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}]",40.71891,-73.98585,(646) 524-6353,1657.2327995035,wTA00Dov2lFYXKnZ58eXAQ,https://s3-media2.fl.yelpcdn.com/bphoto/YsBfwR-s2ZdfmCwqwAx_iQ/o.jpg,False,116 Suffolk St,,,New York,US,"['116 Suffolk St', 'New York, NY 10002']",NY,10002,Spreadhouse Cafe,+16465246353,$,4.0,375,[],https://www.yelp.com/biz/spreadhouse-cafe-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
